date,price,production,sales,inventory,quality_score
2016-01-01,107.53554749448293,1005.9636815711627,906.9598794289035,99.00380214225925,97.98366221762501
2016-01-04,107.04531345207438,1056.6112246395287,868.0089193067956,287.6061074749923,98.4512728637267
2016-01-05,104.39444890398866,947.4200868983426,973.4499767551063,261.5762176182286,91.55916187685408
2016-01-06,113.53717740578362,1031.9969699669814,1135.969489207162,157.60369837804797,95.09013357411119
2016-01-07,101.00089604116904,936.1752097464406,1018.7482337702558,75.03067435423293,97.73877870834504
2016-01-08,101.42360546875689,923.821898674526,1011.939300543929,0.0,97.84348041591487
2016-01-11,104.002959710012,1006.7429814784412,803.3289782294271,190.32727573384398,81.45151915489056
2016-01-12,100.67066751947375,964.5064646637394,872.7311959656755,282.10254443190786,75.84613924503215
2016-01-13,113.55001485411698,975.8389395129872,998.3125755993893,259.6289083455057,92.49983730047121
2016-01-14,109.9282055427765,1052.2189151086181,1101.245152324532,210.60267112959195,94.32387499275225
2016-01-15,103.07161973071064,875.9358541041844,883.6782283517047,202.8602968820718,89.87056714638273
2016-01-18,102.48656249701213,908.49807522834,828.4963819273113,282.8619901831006,85.40620308577917
2016-01-19,107.91081659237109,896.4686347818698,796.9418294581614,382.38879550680906,95.76995956303581
2016-01-20,107.43869876124867,1172.8841736715472,1112.1947261602807,443.07824301807545,88.1106113110987
2016-01-21,102.57563212878809,956.9676852471954,1121.6113003322776,278.4346279329934,88.15988200694379
2016-01-22,112.63525768284859,1133.135147135132,1210.2785084600941,201.29126660803126,88.25853946489983
2016-01-25,108.09141560272349,1064.8968379748367,1111.7244819402592,154.4636226426087,90.3457706604459
2016-01-26,115.41322099389389,964.7931012142703,932.9125744884851,186.34414936839391,93.98368709742579
2016-01-27,112.29841042264921,872.2594430171064,635.0789123987025,423.52467998679765,89.10393112898836
2016-01-28,109.40290399710615,952.360324670891,828.0774117069458,547.8075929507428,94.84062101694751
2016-01-29,106.5953923206339,1022.6961943345433,988.7598194705749,581.7439678147111,90.51977143963619
2016-02-01,105.30907569201311,1116.1021728531525,833.707838755957,864.1383019119066,82.70082510262723
2016-02-02,108.2513414530877,859.9044346105024,768.7605523630783,955.2821841593308,88.63419657549002
2016-02-03,104.55583526576797,1012.0312009437359,1011.6810589281378,955.6323261749288,94.7304155476254
2016-02-04,112.77224157483197,917.8781547410789,927.0852378634047,946.425243052603,96.72312311757648
2016-02-05,113.4426548975567,999.0755484744938,819.1962241308775,1126.3045673962192,86.30837601626186
2016-02-08,113.26841512982895,1063.800251208469,885.365008370847,1304.7398102338411,85.55401692725147
2016-02-09,111.29211333529491,1051.840245931749,812.9705903124182,1543.609465853172,82.67986064234417
2016-02-10,113.4113784064626,1014.4156262988193,664.272810803561,1893.7522813484304,90.50295064810682
2016-02-11,105.55053282915298,935.4772974757026,1013.6790484561104,1815.5505303680227,90.05658712015105
2016-02-12,110.80057392320487,1123.9770479540236,1004.7153045359164,1934.81227378613,91.91189548614119
2016-02-15,107.2499990510547,964.7264141460142,821.9126957585132,2077.625992173631,89.77432770983167
2016-02-16,114.48986203257476,974.2036677085073,1001.8621040577864,2049.9675558243516,84.00349639293606
2016-02-17,116.86887261897618,1051.8215258460796,1098.5785753518571,2003.210506318574,91.06942253548779
2016-02-18,108.14697043050687,1000.1086780441975,912.4218090876657,2090.897375275106,94.46702081819745
2016-02-19,105.19618338534333,956.4816979706547,964.1546766388938,2083.224396606867,92.85426241490202
2016-02-22,118.85176298746576,843.5930922482587,861.906243405917,2064.9112454492088,82.20221976910248
2016-02-23,120.32874163615983,1040.3904127078345,1175.218870283324,1930.0827878737193,96.55115742862425
2016-02-24,114.17791280200899,960.44659091236,969.2654362995617,1921.2639424865174,90.93040849610856
2016-02-25,116.77606835940344,878.8893166120379,871.6576932184647,1928.4955658800905,83.70706874376488
2016-02-26,121.058380040039,1002.6692144370539,770.9258240912047,2160.2389562259395,88.33671071359134
2016-02-29,112.64991865985432,968.9403880378396,974.2263747416923,2154.9529695220867,86.95622592310907
2016-03-01,114.43946475676015,1040.1052257801787,1030.4612408236774,2164.5969544785885,91.70303571992451
2016-03-02,119.91761220466226,1078.6887881111954,1020.8301944327732,2222.4555481570105,98.9029501995586
2016-03-03,119.14847332357887,1066.4099285366826,1264.5829852010006,2024.2824914926928,88.85387109025297
2016-03-04,120.15313316276033,855.7251709320374,792.8452982254227,2087.162364199308,100.0
2016-03-07,115.42231926716366,1098.262029686238,1036.206759913752,2149.2176339717944,89.070798730488
2016-03-08,120.42980446377854,956.8108565920971,1043.1104221418573,2062.918068422034,93.97818788891489
2016-03-09,117.38541708124966,877.9386791722087,813.3798605611657,2127.476887033077,90.9861193801103
2016-03-10,121.10034945910408,851.5123132895993,812.5032523494365,2166.48594797324,98.52000241752467
2016-03-11,110.84600699710178,1058.482984789235,1104.93923938715,2120.0296933753243,89.32752850646862
2016-03-14,116.93045659689317,954.008478395291,847.5474482496171,2226.4907235209985,84.9154893769987
2016-03-15,122.87735480080381,900.682460876527,802.7020867574605,2324.4710976400647,91.27759001751974
2016-03-16,121.98896534916253,1025.7222045213157,1082.5173122048182,2267.6759899565623,96.28838527426383
2016-03-17,116.78136169374638,1296.6873085862123,1224.5891411262762,2339.7741574164984,89.06217559903098
2016-03-18,121.38828659503973,990.7555207605119,999.6030251121998,2330.9266530648106,87.99683487724916
2016-03-21,127.76262076979863,1020.7912785356082,801.6270413410183,2550.0908902594,88.7969303135843
2016-03-22,122.99445806875869,1005.5112480452125,827.1814571675786,2728.420681137034,92.92701029316848
2016-03-23,117.66958024577656,1052.6919942738643,1060.3885530380458,2720.7241223728524,92.4810725444597
2016-03-24,120.87180682694986,1014.0214219944054,990.2267200736353,2744.518824293623,86.57295229517473
2016-03-25,113.42779617110581,931.5951586039286,938.2210914797893,2737.8928914177623,98.80590751681791
2016-03-28,128.7980470816897,822.5378289332825,767.557384378874,2792.873335972171,91.60377820836239
2016-03-29,120.96682766329965,828.1777610990323,793.609569662119,2827.441527409084,93.68676719717823
2016-03-30,119.69360731633576,975.654045130666,875.6576852409889,2927.437887298761,91.49095262145491
2016-03-31,125.64171166879412,1027.8951655688718,1179.7383930973729,2775.5946597702596,83.19566281260447
2016-04-01,123.87665457233486,895.4670775707217,831.1006172784495,2839.961120062532,85.75010395048952
2016-04-04,126.24647310513973,865.9657388606947,715.7103432026087,2990.2165157206177,82.35485031964798
2016-04-05,120.61684283807126,1075.8605708512887,1116.0616637018563,2950.0154228700503,86.57561222348728
2016-04-06,122.76444936397309,864.3396240908844,940.6790200287659,2873.6760269321685,88.5908246174251
2016-04-07,120.06526031758614,1076.6659734033617,1099.4672713585926,2850.874728976938,89.72238515236272
2016-04-08,120.11966153077938,973.0772900645055,977.719633076202,2846.2323859652415,86.97924737043823
2016-04-11,123.70999940788174,966.0855987568049,1097.0991986644424,2715.218786057604,98.0288303041778
2016-04-12,125.1128975378065,935.6577969727992,1030.5399852912642,2620.336597739139,94.75761849369582
2016-04-13,129.15044850525774,1072.1316875872142,1017.1910408223339,2675.277244504019,94.96460149359797
2016-04-14,124.91594596067814,1083.39688814981,1008.061513505537,2750.6126191482917,93.25244518129561
2016-04-15,125.73688661570574,1066.890383735152,1173.576892102829,2643.926110780614,84.85534002328869
2016-04-18,120.5581702409233,931.8978374769808,819.0855391206065,2756.7384091369886,91.93954625861399
2016-04-19,131.1508140734288,955.4543001664382,816.1579958230323,2896.0347134803947,84.43131013652258
2016-04-20,129.13530011725643,935.6113694500722,892.5941402353982,2939.0519426950686,92.15815348843414
2016-04-21,125.66871230151393,1046.2925652976037,967.2249085201091,3018.119599472563,89.89839365793804
2016-04-22,125.65317634706548,1070.7577677789538,985.9544236364233,3102.922943615094,84.79229561960886
2016-04-25,124.20053868907841,1045.2200540767046,1018.478996109706,3129.664001582093,95.44912012011038
2016-04-26,120.50340981513965,987.4552280325287,844.3137409918727,3272.805488622749,81.97271339117202
2016-04-27,116.92583733655123,934.243206236261,858.2775572855328,3348.771137573478,88.41286980243241
2016-04-28,132.49279493497335,819.07041775685,815.0078121208253,3352.8337432095022,88.77673940952506
2016-04-29,124.86701504130542,1023.052578778912,882.8794082244851,3493.0069137639293,99.39560088600258
2016-05-02,106.29927886584348,916.8980894400814,898.4950155334528,3511.4099876705577,92.14165259944856
2016-05-03,121.04712134285627,1148.4614451468535,987.1005277120295,3672.7709051053816,78.57865807936997
2016-05-04,119.93230910170276,978.5627356729683,1059.987721690921,3591.345919087429,93.59916962548043
2016-05-05,123.8895827056137,978.5769066046057,971.5045946020172,3598.418231090018,91.8703718115075
2016-05-06,122.73330057817147,1131.5500841488326,987.54897859293,3742.419336645921,97.25750690843113
2016-05-09,110.75443468564465,963.1814308412012,923.1102527880221,3782.4905146990995,90.80952803868911
2016-05-10,119.10056630499997,1109.2505132426459,1009.9341384375896,3881.806889504156,82.82765108008317
2016-05-11,111.40707008520185,987.9006839863824,971.316258072199,3898.391315418339,93.73640757777099
2016-05-12,111.04030966187565,969.2908690848942,747.3886128284776,4120.293571674756,88.7420936209566
2016-05-13,119.86336812193352,858.4955490792081,920.7138697068215,4058.075251047143,100.0
2016-05-16,118.47408175156211,855.3227769201972,790.4497896314648,4122.9482383358745,85.89004613737875
2016-05-17,110.40753269732855,1000.9563420698005,876.0031504060846,4247.901429999591,84.02860875460544
2016-05-18,118.300061369723,1010.1882414029454,1097.292493073027,4160.797178329509,93.36237903593398
2016-05-19,112.09570872173909,1098.4221460030594,1007.8835346810264,4251.335789651542,88.79229490652617
2016-05-20,115.7629955070417,999.8359831262621,1040.5758159412132,4210.595956836591,90.755155022091
2016-05-23,113.64295438968031,981.4739071167966,933.8460972900144,4258.223766663373,85.71265331612639
2016-05-24,118.66421610988019,1060.8953851274655,1157.2994741409868,4161.819677649852,82.9091541237584
2016-05-25,116.81259387446308,955.5343880467619,957.4085716411515,4159.9454940554615,92.16380583748095
2016-05-26,115.2235439674675,1078.473903810822,886.0056211015371,4352.413776764746,73.05444530594787
2016-05-27,112.18113511387125,863.7473270334998,801.4032018309438,4414.757901967302,88.84405407359995
2016-05-30,110.47038626663922,1075.9469482799218,1320.2383242883243,4170.4665259589,81.26517273963675
2016-05-31,108.96319912703036,1081.1408971157996,1025.5729790076603,4226.03444406704,89.58663615555511
2016-06-01,114.9211304031857,970.8817012420199,880.1473171011936,4316.768828207865,93.55359713395379
2016-06-02,111.79890800153281,1024.78045535619,879.9880211803962,4461.561262383659,90.47020829119108
2016-06-03,122.86614902853556,920.301807490946,979.1546547083443,4402.70841516626,91.65167291128554
2016-06-06,113.16100927455362,1074.3005973333009,991.5492215598224,4485.459790939739,92.49536772969451
2016-06-07,106.89238287298734,984.0130920295092,966.9999983221518,4502.472884647097,86.20348179986249
2016-06-08,104.56431762837772,936.8845320662476,829.6019212852759,4609.755495428069,82.54155300009265
2016-06-09,106.477966106576,909.5358175648632,760.4015787885669,4758.889734204366,94.64362678418429
2016-06-10,111.64918980756582,934.0193465221398,776.8779263984269,4916.031154328079,87.66503882305254
2016-06-13,111.52488278094151,1076.8470213883693,1248.7546236615724,4744.123552054875,93.69425905592864
2016-06-14,109.4670628896963,921.8028679610343,891.0045065333679,4774.921913482542,91.34985764917009
2016-06-15,110.60433815515403,1078.1999649239224,694.6269821869529,5158.494896219511,94.00911202681927
2016-06-16,115.0516318048699,1072.1212739949835,938.8458149689228,5291.770355245571,90.42598629872475
2016-06-17,113.0148068646054,1022.6607502433146,1030.744914703981,5283.686190784905,94.22978174742673
2016-06-20,115.4952072982226,883.7132132122988,951.2433664354954,5216.156037561708,93.3057899676737
2016-06-21,98.37341059210236,1050.1099840996847,1020.1579428122088,5246.1080788491845,87.49724121931649
2016-06-22,106.40560136216823,958.8239645571269,922.4016892358034,5282.530354170508,81.23188369418423
2016-06-23,106.63011884190222,902.599550073727,884.7846198958262,5300.345284348409,88.49578087498156
2016-06-24,96.24783283360533,1146.901010337631,1284.6147714094077,5162.631523276633,89.6727278262872
2016-06-27,100.51847551464064,912.49439003655,857.9825448196947,5217.143368493488,90.27062658100388
2016-06-28,99.42041042752822,845.5038263766544,1066.2126973826478,4996.434497487495,86.90969301081364
2016-06-29,105.8712113140001,960.8466780735405,1091.593354801294,4865.687820759742,86.18805073365283
2016-06-30,103.38765538748589,934.2803861283337,872.0579821130575,4927.910224775018,86.88193818754206
2016-07-01,97.46769714706649,1126.8366245095187,1124.6495417770498,4930.097307507487,90.06307996659034
2016-07-04,107.91061868044176,1115.3358490373716,933.2746909595207,5112.1584655853385,89.5298472166176
2016-07-05,106.04324893235126,944.4367263390991,713.8841255073869,5342.711066417051,91.84588670126894
2016-07-06,99.9694604970301,905.4884608450566,748.8040956058775,5499.39543165623,100.0
2016-07-07,105.77349763961233,932.2291208964114,942.9131271593102,5488.711425393331,89.54746326121267
2016-07-08,101.98336313600218,1077.8923426963515,1050.4178462966574,5516.185921793025,84.23333197022224
2016-07-11,101.75285984911902,944.8300647509982,935.0247156090878,5525.9912709349355,94.97078012291045
2016-07-12,96.37627367475687,825.1209499492529,694.3047249079596,5656.807495976229,92.81168032188988
2016-07-13,91.62962114435398,991.6804102880329,835.8485770752419,5812.63932918902,85.54859730875447
2016-07-14,99.63287288133942,968.2816158138035,973.0617757480622,5807.859169254761,90.09240877192357
2016-07-15,105.5327668762173,794.9932688196445,719.5584696921827,5883.293968382223,87.21380794744175
2016-07-18,95.87517475586317,922.2449929152737,895.7493425058957,5909.789618791601,83.05021801651942
2016-07-19,99.78887860009695,987.4606221232127,905.4310839742554,5991.819156940558,89.92460077672344
2016-07-20,97.49147455656146,1072.8976621847535,1099.3768954514517,5965.33992367386,91.66204585797936
2016-07-21,96.85578066609713,942.0331896567412,1060.7999415507861,5846.573171779815,100.0
2016-07-22,89.79015501009206,936.8969748111222,844.7841372677665,5938.686009323171,93.35114961648891
2016-07-25,100.18904646376348,937.0935275472087,1020.5045772821195,5855.27495958826,100.0
2016-07-26,89.04674062608187,1019.5883561274071,1026.7177420124215,5848.145573703245,96.6030599009856
2016-07-27,103.33377176105122,1052.7315305797536,823.1791489617051,6077.697955321293,86.17815928906768
2016-07-28,93.98842520632333,999.3985274761375,1237.5312377496168,5839.565245047814,93.41598625293905
2016-07-29,95.96905061570361,1017.7235254047366,1083.045427446885,5774.243343005665,83.65415070452548
2016-08-01,84.2791098763795,935.2642123959713,894.2865929405415,5815.220962461095,90.16039445066578
2016-08-02,89.3679592598737,947.8164667084147,892.6989119416472,5870.338517227862,85.7523375246792
2016-08-03,90.5743664722866,1057.0580872293135,1010.4910720629281,5916.9055323942475,89.04339545610875
2016-08-04,91.64083455091622,1072.319608420888,1022.2259485787557,5966.99919223638,96.2360524341486
2016-08-05,78.64551349348608,980.7400866277502,975.0150243801994,5972.724254483931,81.11123664663805
2016-08-08,102.45577885825621,943.9525332358637,1002.3815926080441,5914.29519511175,83.1652676300868
2016-08-09,89.32791789989577,918.9840420874048,869.1439192533539,5964.1353179458,86.25845690410642
2016-08-10,97.93956038380965,1100.2565731190034,1089.9397798491498,5974.4521112156535,81.84040675978227
2016-08-11,90.7969247583003,1176.6228232395274,994.7613820465734,6156.313552408607,80.08273364085791
2016-08-12,88.84224418663618,983.5392060401495,830.1756090190856,6309.677149429671,88.83318706024279
2016-08-15,90.55039940912478,1018.7238199774202,944.5727938633345,6383.8281755437565,92.30750100983228
2016-08-16,90.93072827128316,869.7462123234777,871.7429386458142,6381.83144922142,84.81231798663171
2016-08-17,97.68835529486414,1164.3702801970694,1164.3468128349218,6381.854916583568,93.74363241226955
2016-08-18,93.90139680806608,930.5023185837276,766.3330775542089,6546.024157613087,93.09829324252192
2016-08-19,93.68168210499357,846.9566668147208,716.3398606145954,6676.640963813212,93.2103136042783
2016-08-22,81.15380829757764,1058.4365597766616,1095.7447404930494,6639.332783096825,93.95446908213182
2016-08-23,83.68630479946587,998.5188731821528,979.4376316010422,6658.414024677935,98.91725232111139
2016-08-24,90.80253339247447,888.7237978272403,958.4473458664017,6588.690476638774,94.9272966040738
2016-08-25,85.96520592610199,964.5100044927246,878.8325316537865,6674.3679494777125,83.17609480928793
2016-08-26,78.3529413996763,807.8827090766528,996.5575481921317,6485.693110362234,91.91931302552278
2016-08-29,86.16604581700216,1138.7526341100604,1027.2940703814268,6597.151674090867,88.29465544342203
2016-08-30,86.5962088991135,1063.111544742409,1037.563609885168,6622.699608948108,94.26767754385656
2016-08-31,86.9248746560794,1001.3350067579288,925.9260669482746,6698.108548757762,82.99943007389095
2016-09-01,79.81515716048034,892.5080302589237,703.4792082700982,6887.137370746588,98.44152170744061
2016-09-02,80.27901757157551,886.971697240264,928.9348979948635,6845.1741699919885,77.28165370221045
2016-09-05,87.7670119388522,1019.370694906717,1122.112384907462,6742.432479991244,96.02234466471187
2016-09-06,76.02439588533568,1027.7416572346913,935.4708817378361,6834.703255488099,85.67743729159906
2016-09-07,84.8057464382493,965.4520759629233,916.8780220618363,6883.277309389186,91.58486434700498
2016-09-08,87.62780781628769,1063.2348630311312,915.3618290331066,7031.150343387209,92.49029864609994
2016-09-09,83.2753605904178,1030.4067053971544,1080.6356762321493,6980.921372552214,88.7972956432499
2016-09-12,80.24624311413156,772.3104145195055,870.1513079561441,6883.080479115575,100.0
2016-09-13,87.85575288536587,1058.4555046446399,916.0643259179227,7025.471657842293,90.83681542399675
